Id,VariableName,Description,AssetType,Manufacturer,RailroadId,VariableType,ParsingRule,ParsingStructure
0x4013,Lilee-Notification-Misc9,Lilee-Notification-Misc9,Platform,"Lilee Systems, Ltd.",Others,string,string,{}
0x4013,Time sync Source ,Time sync Source ,Wayside Interface Unit,GETS,Others,string,string,{}
0x4013,      Beacon_TTL,Beacon_TTL,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4014,Lilee-Notification-Misc10,Lilee-Notification-Misc10,Platform,"Lilee Systems, Ltd.",Others,string,string,{}
0x4014,Last Reset:,Last Reset:,Wayside Interface Unit,GETS,Others,string,string,{}
0x4014,      Stat_Resp_TTL,Stat_Resp_TTL,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4015,AB Processor:,AB Processor:,Wayside Interface Unit,GETS,Others,string,string,{}
0x4015,      Beacon_QOS,Beacon_QOS,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4016,C Processor:,C Processor:,Wayside Interface Unit,GETS,Others,string,string,{}
0x4016,      Stat_Resp_QOS,Stat_Resp_QOS,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4017,Active Alarms:,Active Alarms:,Wayside Interface Unit,GETS,Others,string,string,{}
0x4017,      HMAC_Key,HMAC_Key,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4018,Comm Settings - Port 1,Comm Settings - Port 1,Wayside Interface Unit,GETS,Others,string,string,{}
0x4018,      EMP_Msg_Flags,EMP_Msg_Flags,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4019,Port 1 MAC Address,Port 1 Mac Address,Wayside Interface Unit,GETS,Others,string,string,{}
0x4019,      Broadcast_On_Change,Broadcast_On_Change,Wayside Interface Unit,Invensys,Others,string,string,{}
0x401A,Port 1 IP Address,Port 1 Ip Address,Wayside Interface Unit,GETS,Others,string,string,{}
0x401A,      Broadcast_Rate_ms,Broadcast_Rate_ms,Wayside Interface Unit,Invensys,Others,string,string,{}
0x401B,Port 1 SubnetMask,Port 1 Subnetmask,Wayside Interface Unit,GETS,Others,string,string,{}
0x401B,      Beacon_Continuous,Beacon_Continuous,Wayside Interface Unit,Invensys,Others,string,string,{}
0x401C,Port 1 DHCP Server,Port 1 Dhcp Server,Wayside Interface Unit,GETS,Others,string,string,{}
0x401C,      Beacon_Bit_Time_s,Beacon_Bit_Time_s,Wayside Interface Unit,Invensys,Others,string,string,{}
0x401D,Port 1 DHCP Server IP Pool Start,Port 1 Dhcp Server Ip Pool Start,Wayside Interface Unit,GETS,Others,string,string,{}
0x401D,      Beacon_End_Time_s,Beacon_End_Time_s,Wayside Interface Unit,Invensys,Others,string,string,{}
0x401E,Port 1 DHCP Server IP Pool End,Port 1 Dhcp Server Ip Pool End,Wayside Interface Unit,GETS,Others,string,string,{}
0x401E,      Max_Beacon_Interval_Enabled,Max_Beacon_Interval_Enabled,Wayside Interface Unit,Invensys,Others,string,string,{}
0x401F,Port 1 DHCP Server Default Gateway,Port 1 Dhcp Server Default Gateway,Wayside Interface Unit,GETS,Others,string,string,{}
0x401F,      Max_Beacon_Interval,Max_Beacon_Interval,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4020,CIM Signature,Signature of the last CIM executed,Radio,"Meteorcomm,LLC",Others,string,string,{}
0x4020,Comm Settings - Port 2,Comm Settings - Port 2,Wayside Interface Unit,GETS,Others,string,string,{}
0x4020,Class_C,Class_C,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4021,Port 2 MAC Address,Port 2 Mac Address,Wayside Interface Unit,GETS,Others,string,string,{}
0x4021,      Multicast_IP,Multicast_IP,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4021 ,CIM Failure Type ,Result code for the last attempt to run a CIM file (Refer to Section 4.4.2) ,Radio,"Meteorcomm,LLC",Others,integer,enumeration,"{""enumeration"":[{""0"": ""CIM ran successfully"", ""1"": ""CIM file not found or could not be accessed"",""2"": ""Bad CIM file CRC""}]}"
0x4022,Port 2 IP Address,Port 2 Ip Address,Wayside Interface Unit,GETS,Others,string,string,{}
0x4022,      Multicast_Port,Multicast_Port,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4022 ,Out-of-System Software Change Reason Code,Reason code for the last out-of-system software change (Refer to Section 4.4.3) ,Radio,"Meteorcomm,LLC",Others,integer,enumeration,"{""enumeration"": [{""-1"": ""Unknown"", ""0"": ""None"",""1"": ""CLI-initiated software change actions APPS; KIT; FILES,FORMAT; scheduled)"",""2"": ""Automatic software rollback"",""3"": ""Cloning"",""4"": ""Download""}]}"
0x4023,Port 2 SubnetMask,Port 2 Subnetmask,Wayside Interface Unit,GETS,Others,string,string,{}
0x4023,Class_D,Class_D,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4023 ,SSH Authorized Key Corrupted,Result of SSH authorized keys integrity check: 0 = No authorized keys are corrupted 1 = One or more corrupted keys detected,Radio,"Meteorcomm,LLC",Others,integer,boolean,"{""boolean"": [{""0"": ""No authorized keys are corrupted"",""1"": ""One or more corrupted keys detected""}]}"
0x4024,Port 2 DHCP Server ,Port 2 Dhcp Server ,Wayside Interface Unit,GETS,Others,string,string,{}
0x4024,      Mode,Mode,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4024 ,SSH Server Key Bootstrap State,SSH server key bootstrap state (Refer to Section 4.4.4),Radio,"Meteorcomm,LLC",Others,integer,enumeration,"{""enumeration"": [{""0"": ""Unknown"",""1"": ""Bootstrap key in use"",""2"": ""Normal key pending"",""3"": ""Normal key in use""}]}"
0x4025,Port 2 DHCP Server IP Pool Start,Port 2 Dhcp Server Ip Pool Start,Wayside Interface Unit,GETS,Others,string,string,{}
0x4025,      Primary_Gateway_IP,Primary_Gateway_IP,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4025 ,SSH Authorized Keys Bootstrap State,SSH authorized key(s) state (Refer to Section 4.4.5),Radio,"Meteorcomm,LLC",Others,integer,enumeration,"{""enumeration"": [{""0"": ""Unknown"",""1"": ""Bootstrap key in use"",""3"": ""Normal key(s) in use""}]}"
0x4026,Port 2 DHCP Server IP Pool End,Port 2 Dhcp Server Ip Pool End,Wayside Interface Unit,GETS,Others,string,string,{}
0x4026,      Primary_Gateway_Port,Primary_Gateway_Port,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4027,Port 2 DHCP Server Default Gateway,Port 2 Dhcp Server Default Gateway,Wayside Interface Unit,GETS,Others,string,string,{}
0x4027,      Log_Traffic,Log_Traffic,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4028,Port 2 Default Gateway,Port 2 Default Gateway,Wayside Interface Unit,GETS,Others,string,string,{}
0x4028,      Keep_Alive_Interval_ms,Keep_Alive_Interval_ms,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4029,Comm Settings - Routing Table,Comm Settings - Routing Table,Wayside Interface Unit,GETS,Others,string,string,{}
0x4029,      Keep_Alive_ACK_Timeout_ms,Keep_Alive_ACK_Timeout_ms,Wayside Interface Unit,Invensys,Others,string,string,{}
0x402A,Route #1 ,Route #1 ,Wayside Interface Unit,GETS,Others,string,string,{}
0x402A,      Ack_Timeout_ms,Ack_Timeout_ms,Wayside Interface Unit,Invensys,Others,string,string,{}
0x402B,Route #2 ,Route #2 ,Wayside Interface Unit,GETS,Others,string,string,{}
0x402B,      No_Ack_Retry_Limit,No_Ack_Retry_Limit,Wayside Interface Unit,Invensys,Others,string,string,{}
0x402C,Route #3 ,Route #3 ,Wayside Interface Unit,GETS,Others,string,string,{}
0x402C,      Retransmit_Delay_ms,Retransmit_Delay_ms,Wayside Interface Unit,Invensys,Others,string,string,{}
0x402D,Route #4 ,Route #4 ,Wayside Interface Unit,GETS,Others,string,string,{}
0x402D,      Connect_Attempt_Timeout_ms,Connect_Attempt_Timeout_ms,Wayside Interface Unit,Invensys,Others,string,string,{}
0x402E,Route #5 ,Route #5 ,Wayside Interface Unit,GETS,Others,string,string,{}
0x402E,      Connect_Attempt_Delay_ms,Connect_Attempt_Delay_ms,Wayside Interface Unit,Invensys,Others,string,string,{}
0x402F,Route #6 ,Route #6 ,Wayside Interface Unit,GETS,Others,string,string,{}
0x402F,      Connect_Attempt_Retry_Count,Connect_Attempt_Retry_Count,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4030,Route #7 ,Route #7 ,Wayside Interface Unit,GETS,Others,string,string,{}
0x4030,      Reconnection_Limit,Reconnection_Limit,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4031,Route #8,Route #8,Wayside Interface Unit,GETS,Others,string,string,{}
0x4031,      Data_Ack_Enable,Data_Ack_Enable,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4032,Comm Settings - HTTP Settings,Comm Settings - HTTP Settings,Wayside Interface Unit,GETS,Others,string,string,{}
0x4032,      Data_Ack_Timeout_ms,Data_Ack_Timeout_ms,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4033,HTTP Settings HTTP TCP Port,Http Settings Http Tcp Port,Wayside Interface Unit,GETS,Others,string,string,{}
0x4033,Time_Management,Time_Management,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4034,HTTP Settings Inactivity timeout,Http Settings Inactivity Timeout,Wayside Interface Unit,GETS,Others,string,string,{}
0x4034,      Time_Source,Time_Source,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4035,HTTP Settings Trusted Source 1 Status,Http Settings Trusted Source 1 Status,Wayside Interface Unit,GETS,Others,string,string,{}
0x4035,      Time_Msgs_Before_Sending_WSM,Time_Msgs_Before_Sending_WSM,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4036,HTTP Settings Trusted Source 1 IP Addr,Http Settings Trusted Source 1 Ip Addr,Wayside Interface Unit,GETS,Others,string,string,{}
0x4036,      Time_Msg_Deviation_s,Time_Msg_Deviation_s,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4037,HTTP Settings Trusted Source 1 Net Mask,Http Settings Trusted Source 1 Net Mask,Wayside Interface Unit,GETS,Others,string,string,{}
0x4037,      Ignored_Time_Difference_s,Ignored_Time_Difference_s,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4038,HTTP Settings Trusted Source 2 Status,Http Settings Trusted Source 2 Status,Wayside Interface Unit,GETS,Others,string,string,{}
0x4038,      Max_Seconds_Time_Change_s,Max_Seconds_Time_Change_s,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4039,HTTP Settings Trusted Source 2 IP Addr,Http Settings Trusted Source 2 Ip Addr,Wayside Interface Unit,GETS,Others,string,string,{}
0x4039,      Max_Time_Change_Within_Minutes_min,Max_Time_Change_Within_Minutes_min,Wayside Interface Unit,Invensys,Others,string,string,{}
0x403A,HTTP Settings Trusted Source 2 Net Mask,Http Settings Trusted Source 2 Net Mask,Wayside Interface Unit,GETS,Others,string,string,{}
0x403A,      LRM_Max_Seconds_Diff,LRM_Max_Seconds_Diff,Wayside Interface Unit,Invensys,Others,string,string,{}
0x403B,Comm Settings - Telnet Settings,Comm Settings - Telnet Settings,Wayside Interface Unit,GETS,Others,string,string,{}
0x403B,      No_Time_Sync_Msg,No_Time_Sync_Msg,Wayside Interface Unit,Invensys,Others,string,string,{}
0x403C,Telnet Settings Telnet Port 1,Telnet Settings Telnet Port 1,Wayside Interface Unit,GETS,Others,string,string,{}
0x403C,Preferred_TIme_Source,Preferred_TIme_Source,Wayside Interface Unit,Invensys,Others,string,string,{}
0x403D,Telnet Settings Telnet Port 2,Telnet Settings Telnet Port 2,Wayside Interface Unit,GETS,Others,string,string,{}
0x403D,      Preferred_Time_Source_Enabled,Preferred_Time_Source_Enabled,Wayside Interface Unit,Invensys,Others,string,string,{}
0x403E,Telnet Settings Inactivity timeout,Telnet Settings Inactivity Timeout,Wayside Interface Unit,GETS,Others,string,string,{}
0x403E,SNMP,SNMP,Wayside Interface Unit,Invensys,Others,string,string,{}
0x403F,Telnet Settings HTTP TCP Port,Telnet Settings Http Tcp Port,Wayside Interface Unit,GETS,Others,string,string,{}
0x403F,      SNMP Trap_Dest1_IP,SNMP Trap_Dest1_IP,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4040,Temperature (X86),Temperature (X86),Platform,"Lilee Systems, Ltd.",Others,string,string,{}
0x4040,Temperature (X86),Temperature (X86),Radio,"Meteorcomm,LLC",Others,string,string,{}
0x4040,Telnet Settings Trusted Source 1 Status,Telnet Settings Trusted Source 1 Status,Wayside Interface Unit,GETS,Others,string,string,{}
0x4040,      SNMP Trap_Dest1_Port,SNMP Trap_Dest1_Port,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4041,Temperature (KVM-Server),Temperature (KVM-Server),Platform,"Lilee Systems, Ltd.",Others,string,string,{}
0x4041,Temperature (KVM-Server),Temperature (KVM-Server),Radio,"Meteorcomm,LLC",Others,string,string,{}
0x4041,Telnet Settings Trusted Source 1 IP Addr,Telnet Settings Trusted Source 1 Ip Addr,Wayside Interface Unit,GETS,Others,string,string,{}
0x4041,      SNMP Trap_Dest2_IP,SNMP Trap_Dest2_IP,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4042,Temperature (Power supply),Temperature (Power supply),Platform,"Lilee Systems, Ltd.",Others,string,string,{}
0x4042,Temperature (Power supply),Temperature (Power supply),Radio,"Meteorcomm,LLC",Others,string,string,{}
0x4042,Telnet Settings Trusted Source 1 Net Mask,Telnet Settings Trusted Source 1 Net Mask,Wayside Interface Unit,GETS,Others,string,string,{}
0x4042,      SNMP Trap_Dest2_Port,SNMP Trap_Dest2_Port,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4043,Telnet Settings Trusted Source 2 Status,Telnet Settings Trusted Source 2 Status,Wayside Interface Unit,GETS,Others,string,string,{}
0x4043,      SNMP Trap_Dest3_IP,SNMP Trap_Dest3_IP,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4044,Telnet Settings Trusted Source 2 IP Addr,Telnet Settings Trusted Source 2 Ip Addr,Wayside Interface Unit,GETS,Others,string,string,{}
0x4044,      SNMP Trap_Dest3_Port,SNMP Trap_Dest3_Port,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4045,Telnet Settings Trusted Source 2 Net Mask,Telnet Settings Trusted Source 2 Net Mask,Wayside Interface Unit,GETS,Others,string,string,{}
0x4045,      SNMP Trap_Dest4_IP,SNMP Trap_Dest4_IP,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4046,Comm Settings - SSH Settings,Comm Settings - Ssh Settings,Wayside Interface Unit,GETS,Others,string,string,{}
0x4046,      SNMP Trap_Dest4_Port,SNMP Trap_Dest4_Port,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4047,SSH Port 1 ,SSH Port 1 ,Wayside Interface Unit,GETS,Others,string,string,{}
0x4047,      SNMP Community,SNMP Community,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4048,SSH Port 2 ,SSH Port 2 ,Wayside Interface Unit,GETS,Others,string,string,{}
0x4048,      SNMP Contact_Info,SNMP Contact_Info,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4049,SSH Inactivity timeout ,SSH Inactivity timeout ,Wayside Interface Unit,GETS,Others,string,string,{}
0x4049,      SNMP Alarm_Suppression_Timer,SNMP Alarm_Suppression_Timer,Wayside Interface Unit,Invensys,Others,string,string,{}
0x404A,SSH Server Port# ,SSH Server Port# ,Wayside Interface Unit,GETS,Others,string,string,{}
0x404A,CAD,CAD,Wayside Interface Unit,Invensys,Others,string,string,{}
0x404B,Comm Settings - Diagnostic Port Settings,Comm Settings - Diagnostic Port Settings,Wayside Interface Unit,GETS,Others,string,string,{}
0x404B,      Site_CAD_Address,Site_CAD_Address,Wayside Interface Unit,Invensys,Others,string,string,{}
0x404C,Baud Rate ,Baud Rate ,Wayside Interface Unit,GETS,Others,string,string,{}
0x404C,      Indication_Ref_Period,Indication_Ref_Period,Wayside Interface Unit,Invensys,Others,string,string,{}
0x404D,Parity ,Parity ,Wayside Interface Unit,GETS,Others,string,string,{}
0x404D,      Indication_Holdoff     ,Indication_Holdoff,Wayside Interface Unit,Invensys,Others,string,string,{}
0x404E,Data Bits ,Data Bits ,Wayside Interface Unit,GETS,Others,string,string,{}
0x404E,WAMS                  ,WAMS,Wayside Interface Unit,Invensys,Others,string,string,{}
0x404F,Stop Bits ,Stop Bits ,Wayside Interface Unit,GETS,Others,string,string,{}
0x404F,      WAMS_Messaging         ,WAMS_Messaging,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4050,Voltage (VIN),Voltage (VIN),Platform,"Lilee Systems, Ltd.",Others,string,string,{}
0x4050,Voltage (VIN),Voltage (VIN),Radio,"Meteorcomm,LLC",Others,string,string,{}
0x4050,Flow Control Disabled,Flow Control Disabled,Wayside Interface Unit,GETS,Others,string,string,{}
0x4050,      WAMS_Address           ,WAMS_Address,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4051,Voltage (12V),Voltage (12V),Platform,"Lilee Systems, Ltd.",Others,string,string,{}
0x4051,Voltage (12V),Voltage (12V),Radio,"Meteorcomm,LLC",Others,string,string,{}
0x4051,Executive Information:PN,Executive Information:PN,Wayside Interface Unit,GETS,Others,string,string,{}
0x4051,      WAMS_Alarm_Retry_Time  ,WAMS_Alarm_Retry_Time,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4052,Voltage (5V),Voltage (5V),Platform,"Lilee Systems, Ltd.",Others,string,string,{}
0x4052,Voltage (5V),Voltage (5V),Radio,"Meteorcomm,LLC",Others,string,string,{}
0x4052,Executive Information:Ver,Executive Information:Ver,Wayside Interface Unit,GETS,Others,string,string,{}
0x4052,WNC                  ,WNC,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4053,Voltage (3.3V),Voltage (3.3V),Platform,"Lilee Systems, Ltd.",Others,string,string,{}
0x4053,Voltage (3.3V),Voltage (3.3V),Radio,"Meteorcomm,LLC",Others,string,string,{}
0x4053,Executive Information: Module,Executive Information: Module,Wayside Interface Unit,GETS,Others,string,string,{}
0x4053,      WNC_Install_Address    ,WNC_Install_Address,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4054,Executive Information:Processor,Executive Information:Processor,Wayside Interface Unit,GETS,Others,string,string,{}
0x4054,Echelon                  ,Echelon,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4055,Executive Information:CRC,Executive Information:CRC,Wayside Interface Unit,GETS,Others,string,string,{}
0x4055,      Gateway_Node           ,Gateway_Node,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4056,Executive Information:PN,Executive Information:PN,Wayside Interface Unit,GETS,Others,string,string,{}
0x4056,GPS                  ,GPS,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4057,Executive Information:Ver,Executive Information:Ver,Wayside Interface Unit,GETS,Others,string,string,{}
0x4057,      GPS_Conf_Enabled       ,GPS_Conf_Enabled,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4058,Executive Information: Module,Executive Information: Module,Wayside Interface Unit,GETS,Others,string,string,{}
0x4058,      GPS_Recv_Timeout_Sec   ,GPS_Recv_Timeout_Sec,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4059,Executive Information:Processor,Executive Information:Processor,Wayside Interface Unit,GETS,Others,string,string,{}
0x4059,      GPS_Sats_For_time      ,GPS_Sats_For_time,Wayside Interface Unit,Invensys,Others,string,string,{}
0x405a,Wayside AC Current,Wayside AC Current,Platform,"Lilee Systems, Ltd.",Others,string,string,{}
0x405a,Wayside AC Current,Wayside AC Current,Radio,"Meteorcomm,LLC",Others,string,string,{}
0x405A,Executive Information:CRC,Executive Information:CRC,Wayside Interface Unit,GETS,Others,string,string,{}
0x405A,      GPS_Time_Diff_Sec      ,GPS_Time_Diff_Sec,Wayside Interface Unit,Invensys,Others,string,string,{}
0x405B,# PTC Application,# Ptc Application,Wayside Interface Unit,GETS,Others,string,string,{}
0x405B,Security                  ,Security,Wayside Interface Unit,Invensys,Others,string,string,{}
0x405C,PTC Mapping File:PTC Editor Version,Ptc Mapping File:Ptc Editor Version,Wayside Interface Unit,GETS,Others,string,string,{}
0x405C,      Security WebUI_Username         ,Security WebUI_Username,Wayside Interface Unit,Invensys,Others,string,string,{}
0x405D,PTC Mapping File:Source Filename,Ptc Mapping File:Source Filename,Wayside Interface Unit,GETS,Others,string,string,{}
0x405D,      Security WebUI_Password         ,Security WebUI_Password,Wayside Interface Unit,Invensys,Others,string,string,{}
0x405E,PTC Mapping File:File Compile Date,Ptc Mapping File:File Compile Date,Wayside Interface Unit,GETS,Others,string,string,{}
0x405E,      Security LocalUI_username       ,Security LocalUI_username,Wayside Interface Unit,Invensys,Others,string,string,{}
0x405F,PTC Mapping File:Chassis,Ptc Mapping File:Chassis,Wayside Interface Unit,GETS,Others,string,string,{}
0x405F,      Security LocalUI_Password       ,Security LocalUI_Password,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4060,Eth0 MAC address,Eth0 MAC address,Platform,"Lilee Systems, Ltd.",Others,string,string,{}
0x4060,Eth0 MAC address,Eth0 MAC address,Radio,"Meteorcomm,LLC",Others,string,string,{}
0x4060,PTC Mapping File:Library CRC,Ptc Mapping File:Library Crc,Wayside Interface Unit,GETS,Others,string,string,{}
0x4060,      Security LocalUI_Enabled        ,Security LocalUI_Enabled,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4061,Eth0 rx bytes,Eth0 rx bytes,Platform,"Lilee Systems, Ltd.",Others,string,string,{}
0x4061,Eth0 rx bytes,Eth0 rx bytes,Radio,"Meteorcomm,LLC",Others,string,string,{}
0x4061,PTC Mapping File:Library Date,Ptc Mapping File:Library Date,Wayside Interface Unit,GETS,Others,string,string,{}
0x4061,      Security Session_Inactivity_Timeout,Security Session_Inactivity_Timeout,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4062,Eth0 rx packets,Eth0 rx packets,Platform,"Lilee Systems, Ltd.",Others,string,string,{}
0x4062,Eth0 rx packets,Eth0 rx packets,Radio,"Meteorcomm,LLC",Others,string,string,{}
0x4062,PTC Configuration File:PTC Editor Version,Ptc Configuration File:Ptc Editor Version,Wayside Interface Unit,GETS,Others,string,string,{}
0x4062,      Security Display_Hibernate_Timeout,Security Display_Hibernate_Timeout,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4063,Eth0 rx dropped,Eth0 rx dropped,Platform,"Lilee Systems, Ltd.",Others,string,string,{}
0x4063,Eth0 rx dropped,Eth0 rx dropped,Radio,"Meteorcomm,LLC",Others,string,string,{}
0x4063,PTC Configuration File:Source Filename,Ptc Configuration File:Source Filename,Wayside Interface Unit,GETS,Others,string,string,{}
0x4063,Web_Server                  ,Web_Server,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4064,Eth0 tx bytes,Eth0 tx bytes,Platform,"Lilee Systems, Ltd.",Others,string,string,{}
0x4064,Eth0 tx bytes,Eth0 tx bytes,Radio,"Meteorcomm,LLC",Others,string,string,{}
0x4064,PTC Configuration File:File Compile Date,Ptc Configuration File:File Compile Date,Wayside Interface Unit,GETS,Others,string,string,{}
0x4064,      Browser_Access         ,Browser_Access,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4065,Eth0 tx packets,Eth0 tx packets,Platform,"Lilee Systems, Ltd.",Others,string,string,{}
0x4065,Eth0 tx packets,Eth0 tx packets,Radio,"Meteorcomm,LLC",Others,string,string,{}
0x4065,PTC Configuration File:Chassis,Ptc Configuration File:Chassis,Wayside Interface Unit,GETS,Others,string,string,{}
0x4065,Event_Diag_Log               ,Event_Diag_Log,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4066,Eth0 tx dropped,Eth0 tx dropped,Platform,"Lilee Systems, Ltd.",Others,string,string,{}
0x4066,Eth0 tx dropped,Eth0 tx dropped,Radio,"Meteorcomm,LLC",Others,string,string,{}
0x4066,PTC Key Management Configuration,Ptc Key Management Configuration,Wayside Interface Unit,GETS,Others,string,string,{}
0x4066,      Event_Log_Server_IP    ,Event_Log_Server_IP,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4067,Encrypted HMAC Key ,Encrypted Hmac Key ,Wayside Interface Unit,GETS,Others,string,string,{}
0x4067,      DLOG_Server_IP         ,DLOG_Server_IP,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4068,Encrypted HMAC CRC ,Encrypted Hmac Crc ,Wayside Interface Unit,GETS,Others,string,string,{}
0x4068,Diag_Log                  ,Diag_Log,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4069,Pending Encrypted HMAC Key ,Pending Encrypted Hmac Key ,Wayside Interface Unit,GETS,Others,string,string,{}
0x4069,      Msg_Process_Logging    ,Msg_Process_Logging,Wayside Interface Unit,Invensys,Others,string,string,{}
0x406A,Pending Encrypted HMAC CRC ,Pending Encrypted Hmac Crc ,Wayside Interface Unit,GETS,Others,string,string,{}
0x406A,      Routing_Logging        ,Routing_Logging,Wayside Interface Unit,Invensys,Others,string,string,{}
0x406B,RC2 Key File CRC ,Rc2 Key File Crc ,Wayside Interface Unit,GETS,Others,string,string,{}
0x406B,      Serial_Laptop_Port_Logging,Serial_Laptop_Port_Logging,Wayside Interface Unit,Invensys,Others,string,string,{}
0x406C,Vital Application Information:Name,Vital Application Information:Name,Wayside Interface Unit,GETS,Others,string,string,{}
0x406C,      Serial_Port1_Logging   ,Serial_Port1_Logging,Wayside Interface Unit,Invensys,Others,string,string,{}
0x406D,Vital Application Information:Index,Vital Application Information:Index,Wayside Interface Unit,GETS,Others,string,string,{}
0x406D,      Serial_Port2_Logging   ,Serial_Port2_Logging,Wayside Interface Unit,Invensys,Others,string,string,{}
0x406E,Vital Application Information:EPT CRC,Vital Application Information:Ept Crc,Wayside Interface Unit,GETS,Others,string,string,{}
0x406E,      Serial_Port3_Logging   ,Serial_Port3_Logging,Wayside Interface Unit,Invensys,Others,string,string,{}
0x406F,Vital Application Information:EPT Checksum,Vital Application Information:Ept Checksum,Wayside Interface Unit,GETS,Others,string,string,{}
0x406F,      RS485A_Logging         ,RS485A_Logging,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4070,Eth1 MAC address,Eth1 MAC address,Platform,"Lilee Systems, Ltd.",Others,string,string,{}
0x4070,Eth1 MAC address,Eth1 MAC address,Radio,"Meteorcomm,LLC",Others,string,string,{}
0x4070,Non-Vital Application Information:Name,Non-Vital Application Information:Name,Wayside Interface Unit,GETS,Others,string,string,{}
0x4070,      RS485B_Logging         ,RS485B_Logging,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4071,Eth1 rx bytes,Eth1 rx bytes,Platform,"Lilee Systems, Ltd.",Others,string,string,{}
0x4071,Eth1 rx bytes,Eth1 rx bytes,Radio,"Meteorcomm,LLC",Others,string,string,{}
0x4071,Non-Vital Application Information:Index,Non-Vital Application Information:Index,Wayside Interface Unit,GETS,Others,string,string,{}
0x4071,      Eth_Laptop_Port_Logging,Eth_Laptop_Port_Logging,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4072,Eth1 rx packets,Eth1 rx packets,Platform,"Lilee Systems, Ltd.",Others,string,string,{}
0x4072,Eth1 rx packets,Eth1 rx packets,Radio,"Meteorcomm,LLC",Others,string,string,{}
0x4072,Non-Vital Application Information:EPT CFC,Non-Vital Application Information:Ept Cfc,Wayside Interface Unit,GETS,Others,string,string,{}
0x4072,      Eth_Port1_Logging      ,Eth_Port1_Logging,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4073,Eth1 rx dropped,Eth1 rx dropped,Platform,"Lilee Systems, Ltd.",Others,string,string,{}
0x4073,Eth1 rx dropped,Eth1 rx dropped,Radio,"Meteorcomm,LLC",Others,string,string,{}
0x4073,Non-Vital Application Information:EPT Checksum,Non-Vital Application Information:Ept Checksum,Wayside Interface Unit,GETS,Others,string,string,{}
0x4073,      Eth_Port2_Logging      ,Eth_Port2_Logging,Wayside Interface Unit,Invensys,Others,string,string,{}
